
2023-10-25T17:30:34,14.75,2481,3491,65535,2918,65534,2935,2906,65535,54.00,-17.00,755,21.52,831.47,38.98,,,,,,,,,,,,13618,12628,14903,12339,13114,52,61915,56849,59213,,,,,,
2023-10-25T17:30:39,14.18,2426,3414,65535,2911,65534,2923,2911,65535,56.00,-18.00,715,21.51,831.48,38.99,,,,,,,,,,,,13618,12628,14903,12339,13114,57,61915,56849,59213,,,,,,
2023-10-25T17:30:44,14.26,2375,3339,65534,2911,65534,2932,2904,65535,62.00,-14.00,682,21.49,831.48,39.00,,,,,,,,,,,,13618,12628,14903,12339,13370,52,61915,56849,59213,,,,,,
2023-10-25T17:30:48,14.16,2327,3276,65535,2916,65535,2929,2908,65535,54.00,-15.00,667,21.48,831.48,39.02,,,,,,,,,,,,13618,12628,14903,12339,13370,56,61915,56849,59213,,,,,,
2023-10-25T17:30:53,14.28,2282,3222,65534,2913,65534,2927,2913,65535,56.00,-17.00,642,21.47,831.48,39.00,,,,,,,,,,,,13618,12628,14903,12339,13626,51,61915,56849,59213,,,,,,
2023-10-25T17:30:58,14.28,2239,3165,65535,2915,65534,2929,2911,65535,66.00,-14.00,629,21.46,831.48,39.02,,,,,,,,,,,,13618,12628,14903,12339,13626,56,61915,56849,59213,,,,,,
2023-10-25T17:31:03,14.21,2199,3117,65534,2915,65535,2928,2910,65535,59.00,-12.00,608,21.46,831.48,39.03,,,,,,,,,,,,13618,12628,14903,12595,12346,51,61915,56849,59213,,,,,,
2023-10-25T17:31:08,14.75,2161,3067,65535,2924,65535,2931,2907,65535,62.00,-7.00,591,21.45,831.48,39.04,,,,,,,,,,,,13618,12628,14903,12595,12346,56,61915,56849,59213,,,,,,
2023-10-25T17:31:12,14.72,2126,3022,65535,2924,65534,2939,2907,65535,67.00,-5.00,585,21.44,831.47,39.07,,,,,,,,,,,,13618,12628,14903,12595,12602,50,61915,56849,59213,,,,,,
2023-10-25T17:31:17,14.16,2092,2978,65535,2917,65535,2931,2906,65535,57.00,-12.00,574,21.43,831.47,39.08,,,,,,,,,,,,13618,12628,14903,12595,12602,55,61915,56849,59213,,,,,,
2023-10-25T17:31:22,14.16,2058,2931,65535,2917,65534,2932,2905,65535,60.00,-8.00,569,21.43,831.47,39.10,,,,,,,,,,,,13618,12628,14903,12595,12858,50,61915,56849,59213,,,,,,
2023-10-25T17:31:27,14.28,2030,2899,65534,2915,65535,2926,2906,65535,59.00,-15.00,561,21.43,831.47,39.12,,,,,,,,,,,,13618,12628,14903,12595,12858,55,61915,56849,59213,,,,,,
2023-10-25T17:31:32,14.70,2000,2864,65535,2918,65535,2927,2909,65535,55.00,-14.00,551,21.42,831.47,39.12,,,,,,,,,,,,13618,12628,14903,12595,13114,50,61915,56849,59213,,,,,,
2023-10-25T17:31:36,14.77,1973,2833,65534,2920,65534,2916,2911,65535,57.00,-6.00,546,21.42,831.47,39.13,,,,,,,,,,,,13618,12628,14903,12595,13114,54,61915,56849,59213,,,,,,
2023-10-25T17:31:41,14.77,1946,2802,65534,2919,65534,2917,2916,65535,51.00,-14.00,538,21.42,831.47,39.13,,,,,,,,,,,,13618,12628,14903,12595,13370,49,61915,56849,59213,,,,,,
2023-10-25T17:31:46,14.80,1921,2773,65534,2912,65534,2922,2912,65535,53.00,-17.00,534,21.42,831.47,39.14,,,,,,,,,,,,13618,12628,14903,12595,13370,54,61915,56849,59213,,,,,,
2023-10-25T17:31:51,14.21,1896,2748,65534,2916,65535,2927,2906,65535,58.00,-15.00,525,21.42,831.47,39.16,,,,,,,,,,,,13618,12628,14903,12595,13626,49,61915,56849,59213,,,,,,
2023-10-25T17:31:56,14.75,1872,2720,65535,2920,65535,2926,2904,65535,57.00,-15.00,522,21.42,831.47,39.17,,,,,,,,,,,,13618,12628,14903,12595,13626,54,61915,56849,59213,,,,,,
2023-10-25T17:32:00,14.16,1850,2691,65535,2920,65535,2934,2905,65535,57.00,-18.00,517,21.42,831.47,39.17,,,,,,,,,,,,13618,12628,14903,12851,12346,48,61915,56849,59213,,,,,,
2023-10-25T17:32:05,14.70,1828,2663,65535,2918,65535,2931,2908,65535,55.00,-15.00,513,21.41,831.47,39.17,,,,,,,,,,,,13618,12628,14903,12851,12346,53,61915,56849,59213,,,,,,
2023-10-25T17:32:10,14.23,1807,2642,65535,2915,65534,2932,2907,65535,58.00,-20.00,513,21.42,831.47,39.18,,,,,,,,,,,,13618,12628,14903,12851,12602,48,61915,56849,59213,,,,,,
2023-10-25T17:32:15,14.28,1787,2617,65534,2918,65535,2924,2905,65535,60.00,-11.00,513,21.42,831.47,39.17,,,,,,,,,,,,13618,12628,14903,12851,12602,53,61915,56849,59213,,,,,,
2023-10-25T17:32:19,14.30,1766,2593,65535,2920,65535,2926,2910,65535,61.00,-10.00,513,21.42,831.47,39.16,,,,,,,,,,,,13618,12628,14903,12851,12602,57,61915,56849,59213,,,,,,
2023-10-25T17:32:24,14.33,1749,2572,65535,2915,65534,2921,2908,65535,55.00,-10.00,516,21.42,831.48,39.16,,,,,,,,,,,,13618,12628,14903,12851,12858,52,61915,56849,59213,,,,,,
2023-10-25T17:32:29,14.33,1732,2551,65534,2916,65535,2920,2918,65535,60.00,-11.00,516,21.42,831.47,39.18,,,,,,,,,,,,13618,12628,14903,12851,12858,57,61915,56849,59213,,,,,,
2023-10-25T17:32:34,14.77,1716,2530,65535,2927,65534,2931,2904,65535,56.00,-11.00,516,21.42,831.47,39.22,,,,,,,,,,,,13618,12628,14903,12851,13114,52,61915,56849,59213,,,,,,
2023-10-25T17:32:39,14.16,1700,2506,65534,2924,65535,2935,2903,65535,58.00,-17.00,514,21.42,831.47,39.24,,,,,,,,,,,,13618,12628,14903,12851,13114,57,61915,56849,59213,,,,,,
2023-10-25T17:32:43,14.28,1683,2486,65534,2918,65534,2934,2906,65535,56.00,-6.00,513,21.42,831.47,39.31,,,,,,,,,,,,13618,12628,14903,12851,13370,51,61915,56849,59213,,,,,,
2023-10-25T17:32:48,14.72,1673,2474,65535,2919,65535,2931,2908,65535,53.00,-5.00,513,21.43,831.48,39.36,,,,,,,,,,,,13618,12628,14903,12851,13370,56,61915,56849,59213,,,,,,
2023-10-25T17:32:53,14.23,1658,2454,65534,2915,65534,2929,2912,65535,58.00,-6.00,514,21.43,831.48,39.43,,,,,,,,,,,,13618,12628,14903,12851,13626,51,61915,56849,59213,,,,,,
2023-10-25T17:32:58,14.28,1643,2435,65535,2913,65534,2920,2911,65535,57.00,-8.00,516,21.43,831.48,39.45,,,,,,,,,,,,13618,12628,14903,12851,13626,56,61915,56849,59213,,,,,,
2023-10-25T17:33:03,14.28,1627,2415,65534,2912,65535,2926,2916,65535,60.00,-14.00,520,21.43,831.47,39.41,,,,,,,,,,,,13618,12628,14903,13107,12346,51,61915,56849,59213,,,,,,
2023-10-25T17:33:07,14.35,1613,2393,65535,2914,65535,2924,2906,65535,65.00,-11.00,522,21.43,831.47,39.36,,,,,,,,,,,,13618,12628,14903,13107,12346,55,61915,56849,59213,,,,,,
2023-10-25T17:33:12,14.77,1598,2370,65535,2915,65534,2926,2909,65535,57.00,-11.00,525,21.43,831.47,39.32,,,,,,,,,,,,13618,12628,14903,13107,12602,50,61915,56849,59213,,,,,,
2023-10-25T17:33:17,14.30,1585,2348,65535,2927,65535,2937,2903,65534,57.00,-7.00,527,21.44,831.48,39.33,,,,,,,,,,,,13618,12628,14903,13107,12602,55,61915,56849,59213,,,,,,
2023-10-25T17:33:22,14.72,1574,2328,65535,2915,65535,2934,2904,65534,63.00,-10.00,530,21.44,831.48,39.33,,,,,,,,,,,,13618,12628,14903,13107,12858,50,61915,56849,59213,,,,,,
2023-10-25T17:33:26,14.21,1562,2310,65535,2912,65535,2934,2913,65535,56.00,-16.00,532,21.44,831.48,39.36,,,,,,,,,,,,13618,12628,14903,13107,12858,54,61915,56849,59213,,,,,,
2023-10-25T17:33:31,14.33,1552,2293,65535,2919,65534,2923,2909,65535,58.00,-10.00,533,21.44,831.48,39.38,,,,,,,,,,,,13618,12628,14903,13107,13114,49,61915,56849,59213,,,,,,
2023-10-25T17:33:36,14.33,1541,2275,65535,2919,65534,2917,2911,65534,61.00,-13.00,533,21.44,831.47,39.44,,,,,,,,,,,,13618,12628,14903,13107,13114,54,61915,56849,59213,,,,,,
2023-10-25T17:33:41,14.77,1530,2257,65535,2920,65535,2926,2908,65535,58.00,-10.00,533,21.45,831.47,39.45,,,,,,,,,,,,13618,12628,14903,13107,13370,49,61915,56849,59213,,,,,,
2023-10-25T17:33:46,14.26,1519,2236,65534,2926,65535,2936,2907,65534,62.00,-16.00,535,21.45,831.48,39.47,,,,,,,,,,,,13618,12628,14903,13107,13370,54,61915,56849,59213,,,,,,
2023-10-25T17:33:50,14.75,1507,2216,65535,2925,65535,2939,2903,65535,57.00,-12.00,538,21.45,831.48,39.43,,,,,,,,,,,,13618,12628,14903,13107,13626,48,61915,56849,59213,,,,,,
2023-10-25T17:33:55,14.23,1496,2202,65535,2918,65534,2934,2906,65535,59.00,-9.00,539,21.45,831.48,39.39,,,,,,,,,,,,13618,12628,14903,13107,13626,53,61915,56849,59213,,,,,,
2023-10-25T17:34:00,14.75,1484,2186,65534,2913,65534,2927,2909,65535,64.00,-10.00,541,21.45,831.48,39.33,,,,,,,,,,,,13618,12628,14903,13363,12346,48,61915,56849,59213,,,,,,
2023-10-25T17:34:05,14.33,1471,2169,65535,2923,65534,2921,2908,65535,64.00,-2.00,541,21.45,831.48,39.29,,,,,,,,,,,,13618,12628,14903,13363,12346,53,61915,56849,59213,,,,,,
2023-10-25T17:34:10,14.18,1463,2160,65535,2916,65534,2923,2906,65535,59.00,-9.00,539,21.45,831.48,39.26,,,,,,,,,,,,13618,12628,14903,13363,12602,48,61915,56849,59213,,,,,,
2023-10-25T17:34:14,14.77,1454,2142,65535,2919,65535,2923,2913,65535,60.00,-11.00,539,21.45,831.47,39.23,,,,,,,,,,,,13618,12628,14903,13363,12602,52,61915,56849,59213,,,,,,
2023-10-25T17:34:19,14.33,1445,2125,65535,2917,65535,2923,2912,65535,62.00,-11.00,540,21.45,831.47,39.22,,,,,,,,,,,,13618,12628,14903,13363,12602,57,61915,56849,59213,,,,,,
2023-10-25T17:34:24,14.30,1435,2111,65534,2919,65534,2930,2904,65535,66.00,-8.00,543,21.45,831.47,39.22,,,,,,,,,,,,13618,12628,14903,13363,12858,52,61915,56849,59213,,,,,,
2023-10-25T17:34:29,14.72,1427,2100,65535,2921,65534,2935,2911,65534,61.00,-6.00,545,21.45,831.46,39.23,,,,,,,,,,,,13618,12628,14903,13363,12858,57,61915,56849,59213,,,,,,
2023-10-25T17:34:33,14.72,1420,2089,65534,2918,65534,2934,2907,65535,61.00,-13.00,548,21.45,831.46,39.27,,,,,,,,,,,,13618,12628,14903,13363,13114,51,61915,56849,59213,,,,,,
2023-10-25T17:34:38,14.23,1412,2076,65535,2912,65535,2926,2911,65535,66.00,-5.00,548,21.46,831.46,39.31,,,,,,,,,,,,13618,12628,14903,13363,13114,56,61915,56849,59213,,,,,,
2023-10-25T17:34:43,14.13,1405,2065,65535,2915,65535,2934,2909,65535,67.00,-7.00,546,21.46,831.46,39.34,,,,,,,,,,,,13618,12628,14903,13363,13370,51,61915,56849,59213,,,,,,
2023-10-25T17:34:48,14.23,1398,2053,65535,2918,65535,2928,2907,65535,74.00,1.00,543,21.46,831.47,39.39,,,,,,,,,,,,13618,12628,14903,13363,13370,56,61915,56849,59213,,,,,,
2023-10-25T17:34:53,14.28,1390,2038,65535,2917,65535,2922,2913,65535,59.00,-10.00,540,21.46,831.47,39.41,,,,,,,,,,,,13618,12628,14903,13363,13626,51,61915,56849,59213,,,,,,
2023-10-25T17:34:57,14.26,1383,2022,65535,2921,65535,2935,2905,65535,56.00,-10.00,537,21.46,831.47,39.42,,,,,,,,,,,,13618,12628,14903,13363,13626,55,61915,56849,59213,,,,,,
2023-10-25T17:35:02,14.75,1375,2008,65535,2918,65534,2932,2905,65535,57.00,-14.00,536,21.46,831.47,39.42,,,,,,,,,,,,13618,12628,14903,13619,12346,50,61915,56849,59213,,,,,,
2023-10-25T17:35:07,14.72,1368,1999,65535,2920,65535,2935,2905,65534,60.00,-13.00,534,21.46,831.48,39.43,,,,,,,,,,,,13618,12628,14903,13619,12346,55,61915,56849,59213,,,,,,
2023-10-25T17:35:12,14.16,1361,1990,65534,2917,65534,2932,2906,65535,67.00,-6.00,535,21.46,831.47,39.43,,,,,,,,,,,,13618,12628,14903,13619,12602,50,61915,56849,59213,,,,,,
2023-10-25T17:35:17,14.72,1355,1982,65534,2914,65535,2932,2908,65535,64.00,-11.00,537,21.46,831.47,39.45,,,,,,,,,,,,13618,12628,14903,13619,12602,55,61915,56849,59213,,,,,,
2023-10-25T17:35:21,14.75,1348,1972,65535,2913,65534,2929,2907,65535,63.00,-6.00,543,21.46,831.47,39.45,,,,,,,,,,,,13618,12628,14903,13619,12858,49,61915,56849,59213,,,,,,
2023-10-25T17:35:26,14.26,1339,1957,65535,2923,65534,2931,2914,65535,63.00,-15.00,547,21.46,831.48,39.46,,,,,,,,,,,,13618,12628,14903,13619,12858,54,61915,56849,59213,,,,,,
2023-10-25T17:35:31,14.77,1335,1950,65535,2919,65534,2928,2907,65535,59.00,-9.00,551,21.46,831.48,39.44,,,,,,,,,,,,13618,12628,14903,13619,13114,49,61915,56849,59213,,,,,,
2023-10-25T17:35:36,14.57,1327,1941,65535,2914,65534,2928,2910,65535,55.00,-15.00,552,21.46,831.49,39.44,,,,,,,,,,,,13618,12628,14903,13619,13114,54,61915,56849,59213,,,,,,
2023-10-25T17:35:40,14.80,1321,1931,65535,2919,65535,2928,2907,65535,65.00,-9.00,551,21.47,831.49,39.43,,,,,,,,,,,,13618,12628,14903,13619,13370,48,61915,56849,59213,,,,,,
2023-10-25T17:35:45,14.80,1314,1922,65535,2919,65535,2928,2910,65535,67.00,-10.00,548,21.47,831.49,39.42,,,,,,,,,,,,13618,12628,14903,13619,13370,53,61915,56849,59213,,,,,,
2023-10-25T17:35:50,14.26,1308,1910,65534,2921,65534,2919,2915,65535,63.00,-12.00,547,21.47,831.48,39.40,,,,,,,,,,,,13618,12628,14903,13619,13626,48,61915,56849,59213,,,,,,
2023-10-25T17:35:55,14.65,1302,1901,65535,2917,65535,2932,2907,65535,60.00,-12.00,546,21.47,831.48,39.40,,,,,,,,,,,,13618,12628,14903,13619,13626,53,61915,56849,59213,,,,,,
2023-10-25T17:36:00,14.30,1296,1890,65535,2919,65534,2934,2908,65535,55.00,-13.00,547,21.47,831.48,39.41,,,,,,,,,,,,13618,12628,14903,13875,12346,48,61915,56849,59213,,,,,,
2023-10-25T17:36:04,14.30,1291,1879,65535,2915,65535,2931,2905,65535,57.00,-20.00,551,21.46,831.49,39.39,,,,,,,,,,,,13618,12628,14903,13875,12346,52,61915,56849,59213,,,,,,
2023-10-25T17:36:09,14.21,1285,1866,65535,2918,65535,2934,2905,65535,66.00,-12.00,554,21.46,831.48,39.40,,,,,,,,,,,,13618,12628,14903,13875,12346,57,61915,56849,59213,,,,,,
2023-10-25T17:36:14,14.23,1280,1853,65535,2918,65534,2932,2909,65535,66.00,-9.00,555,21.46,831.48,39.40,,,,,,,,,,,,13618,12628,14903,13875,12602,52,61915,56849,59213,,,,,,
2023-10-25T17:36:19,14.72,1274,1842,65534,2921,65534,2929,2909,65535,66.00,-12.00,555,21.47,831.50,39.40,,,,,,,,,,,,13618,12628,14903,13875,12602,57,61915,56849,59213,,,,,,
2023-10-25T17:36:24,14.28,1269,1833,65535,2915,65534,2923,2909,65535,60.00,-17.00,555,21.47,831.49,39.40,,,,,,,,,,,,13618,12628,14903,13875,12858,52,61915,56849,59213,,,,,,
2023-10-25T17:36:28,14.30,1264,1824,65535,2916,65534,2923,2912,65535,62.00,-7.00,552,21.47,831.49,39.39,,,,,,,,,,,,13618,12628,14903,13875,12858,56,61915,56849,59213,,,,,,
2023-10-25T17:36:33,14.33,1258,1815,65535,2915,65535,2915,2910,65535,63.00,-13.00,549,21.47,831.48,39.37,,,,,,,,,,,,13618,12628,14903,13875,13114,51,61915,56849,59213,,,,,,
2023-10-25T17:36:38,14.77,1253,1811,65535,2918,65535,2920,2906,65535,62.00,-12.00,549,21.47,831.49,39.36,,,,,,,,,,,,13618,12628,14903,13875,13114,56,61915,56849,59213,,,,,,
2023-10-25T17:36:43,14.18,1247,1803,65534,2918,65534,2916,2910,65534,51.00,-20.00,548,21.47,831.49,39.34,,,,,,,,,,,,13618,12628,14903,13875,13370,51,61915,56849,59213,,,,,,
2023-10-25T17:36:47,14.21,1240,1788,65534,2912,65534,2925,2919,65535,61.00,-14.00,547,21.46,831.49,39.29,,,,,,,,,,,,13618,12628,14903,13875,13370,55,61915,56849,59213,,,,,,
2023-10-25T17:36:52,14.26,1238,1785,65535,2912,65535,2924,2909,65535,60.00,-5.00,547,21.46,831.48,39.29,,,,,,,,,,,,13618,12628,14903,13875,13626,50,61915,56849,59213,,,,,,
2023-10-25T17:36:57,14.35,1232,1777,65535,2912,65534,2920,2913,65535,62.00,-3.00,547,21.46,831.48,39.29,,,,,,,,,,,,13618,12628,14903,13875,13626,55,61915,56849,59213,,,,,,
2023-10-25T17:37:02,14.38,1228,1767,65535,2911,65535,2923,2914,65534,62.00,-9.00,546,21.46,831.48,39.30,,,,,,,,,,,,13618,12628,14903,14131,12346,50,61915,56849,59213,,,,,,
2023-10-25T17:37:07,14.80,1223,1756,65535,2916,65535,2919,2910,65535,62.00,-15.00,547,21.46,831.48,39.30,,,,,,,,,,,,13618,12628,14903,14131,12346,55,61915,56849,59213,,,,,,
2023-10-25T17:37:11,14.28,1219,1749,65535,2921,65534,2921,2912,65535,67.00,-10.00,547,21.46,831.48,39.33,,,,,,,,,,,,13618,12628,14903,14131,12602,49,61915,56849,59213,,,,,,
2023-10-25T17:37:16,14.26,1216,1741,65535,2920,65535,2921,2910,65535,63.00,-16.00,544,21.46,831.49,39.37,,,,,,,,,,,,13618,12628,14903,14131,12602,54,61915,56849,59213,,,,,,
2023-10-25T17:37:21,14.33,1211,1731,65535,2921,65535,2927,2909,65535,65.00,-13.00,544,21.46,831.49,39.40,,,,,,,,,,,,13618,12628,14903,14131,12858,49,61915,56849,59213,,,,,,
2023-10-25T17:37:26,14.75,1208,1724,65534,2918,65535,2932,2911,65535,59.00,-10.00,545,21.46,831.49,39.46,,,,,,,,,,,,13618,12628,14903,14131,12858,54,61915,56849,59213,,,,,,
2023-10-25T17:37:31,14.72,1204,1716,65535,2917,65534,2937,2911,65535,71.00,-4.00,547,21.46,831.48,39.47,,,,,,,,,,,,13618,12628,14903,14131,13114,49,61915,56849,59213,,,,,,
2023-10-25T17:37:35,14.75,1200,1710,65535,2920,65535,2935,2906,65535,64.00,-13.00,551,21.46,831.49,39.48,,,,,,,,,,,,13618,12628,14903,14131,13114,53,61915,56849,59213,,,,,,
2023-10-25T17:37:40,14.28,1196,1703,65535,2919,65534,2932,2907,65535,58.00,-11.00,556,21.45,831.48,39.48,,,,,,,,,,,,13618,12628,14903,14131,13370,48,61915,56849,59213,,,,,,
2023-10-25T17:37:45,14.23,1191,1697,65534,2918,65535,2937,2909,65535,68.00,-4.00,559,21.45,831.48,39.49,,,,,,,,,,,,13618,12628,14903,14131,13370,53,61915,56849,59213,,,,,,
2023-10-25T17:37:50,14.23,1189,1693,65534,2919,65535,2932,2908,65535,70.00,-5.00,561,21.45,831.48,39.50,,,,,,,,,,,,13618,12628,14903,14131,13626,48,61915,56849,59213,,,,,,
2023-10-25T17:37:54,14.18,1185,1687,65534,2919,65534,2931,2908,65535,67.00,-5.00,562,21.45,831.49,39.55,,,,,,,,,,,,13618,12628,14903,14131,13626,52,61915,56849,59213,,,,,,
2023-10-25T17:37:59,14.16,1182,1680,65534,2918,65534,2921,2910,65535,61.00,-12.00,561,21.45,831.49,39.56,,,,,,,,,,,,13618,12628,14903,14131,13626,57,61915,56849,59213,,,,,,
2023-10-25T17:38:04,14.18,1178,1672,65535,2916,65534,2924,2906,65535,64.00,-6.00,562,21.45,831.49,39.57,,,,,,,,,,,,13618,12628,14903,14387,12346,52,61915,56849,59213,,,,,,
2023-10-25T17:38:09,14.77,1172,1662,65534,2919,65535,2934,2914,65535,72.00,-9.00,562,21.45,831.49,39.58,,,,,,,,,,,,13618,12628,14903,14387,12346,57,61915,56849,59213,,,,,,
2023-10-25T17:38:14,14.16,1170,1660,65534,2919,65535,2932,2909,65535,67.00,-8.00,563,21.45,831.49,39.55,,,,,,,,,,,,13618,12628,14903,14387,12602,52,61915,56849,59213,,,,,,
2023-10-25T17:38:18,14.75,1166,1652,65535,2912,65535,2929,2905,65535,67.00,-6.00,562,21.45,831.49,39.54,,,,,,,,,,,,13618,12628,14903,14387,12602,56,61915,56849,59213,,,,,,
2023-10-25T17:38:23,14.72,1163,1648,65535,2927,65534,2935,2903,65535,63.00,-6.00,560,21.45,831.50,39.51,,,,,,,,,,,,13618,12628,14903,14387,12858,51,61915,56849,59213,,,,,,
2023-10-25T17:38:28,14.16,1159,1642,65535,2921,65535,2933,2905,65535,68.00,-13.00,557,21.45,831.50,39.49,,,,,,,,,,,,13618,12628,14903,14387,12858,56,61915,56849,59213,,,,,,
2023-10-25T17:38:33,14.80,1156,1635,65534,2917,65535,2922,2909,65535,68.00,-7.00,556,21.45,831.50,39.49,,,,,,,,,,,,13618,12628,14903,14387,13114,51,61915,56849,59213,,,,,,
2023-10-25T17:38:38,14.80,1153,1630,65534,2911,65535,2926,2914,65534,58.00,-12.00,555,21.45,831.49,39.49,,,,,,,,,,,,13618,12628,14903,14387,13114,56,61915,56849,59213,,,,,,
2023-10-25T17:38:42,14.80,1149,1624,65534,2917,65534,2927,2910,65535,73.00,-5.00,556,21.44,831.49,39.48,,,,,,,,,,,,13618,12628,14903,14387,13370,50,61915,56849,59213,,,,,,
2023-10-25T17:38:47,14.80,1146,1621,65534,2917,65534,2921,2918,65534,71.00,-5.00,557,21.45,831.50,39.50,,,,,,,,,,,,13618,12628,14903,14387,13370,55,61915,56849,59213,,,,,,
2023-10-25T17:38:52,14.21,1144,1616,65534,2918,65535,2918,2907,65535,66.00,-13.00,559,21.44,831.49,39.52,,,,,,,,,,,,13618,12628,14903,14387,13626,50,61915,56849,59213,,,,,,
2023-10-25T17:38:57,14.57,1141,1614,65534,2918,65535,2919,2911,65534,65.00,-11.00,560,21.44,831.50,39.57,,,,,,,,,,,,13618,12628,14903,14387,13626,55,61915,56849,59213,,,,,,
2023-10-25T17:39:01,14.16,1139,1609,65535,2922,65534,2928,2909,65535,64.00,-15.00,560,21.44,831.50,39.61,,,,,,,,,,,,13618,12628,14903,14643,12346,49,61915,56849,59213,,,,,,
2023-10-25T17:39:06,14.26,1135,1601,65535,2913,65535,2929,2912,65535,58.00,-17.00,561,21.44,831.49,39.65,,,,,,,,,,,,13618,12628,14903,14643,12346,54,61915,56849,59213,,,,,,
2023-10-25T17:39:11,14.18,1134,1595,65535,2916,65535,2930,2912,65535,69.00,-3.00,560,21.44,831.49,39.67,,,,,,,,,,,,13618,12628,14903,14643,12602,49,61915,56849,59213,,,,,,
